,State,County,"Grocery stores, 2016","Convenience stores, 2016","Fast-food restaurants, 2016","Farmers' markets, 2018"
2088,OH,Lucas,75.0,169.0,388.0,4.0
2089,OH,Madison,5.0,15.0,22.0,3.0
2090,OH,Mahoning,34.0,90.0,193.0,5.0
2091,OH,Marion,12.0,23.0,48.0,1.0
2092,OH,Medina,21.0,55.0,128.0,6.0
2093,OH,Meigs,3.0,16.0,16.0,0.0
2094,OH,Mercer,9.0,16.0,31.0,1.0
2095,OH,Miami,11.0,40.0,82.0,6.0
2096,OH,Monroe,2.0,9.0,8.0,0.0
2097,OH,Montgomery,85.0,200.0,487.0,12.0
2098,OH,Morgan,3.0,5.0,2.0,2.0
2099,OH,Morrow,6.0,11.0,16.0,2.0
2100,OH,Muskingum,14.0,43.0,62.0,3.0
2101,OH,Noble,3.0,4.0,11.0,0.0
2102,OH,Ottawa,7.0,21.0,34.0,1.0
2103,OH,Paulding,4.0,10.0,10.0,0.0
2104,OH,Perry,8.0,15.0,18.0,3.0
2105,OH,Pickaway,8.0,23.0,36.0,1.0
2106,OH,Pike,4.0,21.0,17.0,3.0
2107,OH,Portage,20.0,55.0,143.0,4.0
2108,OH,Preble,5.0,16.0,23.0,2.0
2109,OH,Putnam,5.0,14.0,23.0,1.0
2110,OH,Richland,22.0,53.0,91.0,8.0
2111,OH,Ross,9.0,34.0,55.0,1.0
2112,OH,Sandusky,12.0,23.0,37.0,1.0
2113,OH,Scioto,13.0,45.0,59.0,1.0
2114,OH,Seneca,11.0,33.0,30.0,1.0
2115,OH,Shelby,6.0,24.0,29.0,1.0
2116,OH,Stark,61.0,137.0,324.0,15.0
2117,OH,Summit,84.0,198.0,449.0,17.0
2118,OH,Trumbull,45.0,93.0,146.0,4.0
2119,OH,Tuscarawas,18.0,39.0,79.0,1.0
2120,OH,Union,4.0,16.0,29.0,2.0
2121,OH,Van Wert,4.0,17.0,16.0,2.0
2122,OH,Vinton,0.0,7.0,7.0,0.0
2123,OH,Warren,29.0,72.0,133.0,3.0
2124,OH,Washington,12.0,33.0,48.0,3.0
2125,OH,Wayne,28.0,32.0,77.0,6.0
2126,OH,Williams,6.0,26.0,28.0,1.0
2127,OH,Wood,16.0,39.0,119.0,4.0
2128,OH,Wyandot,7.0,9.0,15.0,1.0
2129,OK,Adair,3.0,10.0,12.0,0.0
2130,OK,Alfalfa,2.0,5.0,3.0,0.0
2131,OK,Atoka,4.0,9.0,7.0,0.0
2132,OK,Beaver,1.0,7.0,1.0,0.0
2133,OK,Beckham,4.0,14.0,16.0,1.0
2134,OK,Blaine,3.0,10.0,4.0,0.0
2135,OK,Bryan,3.0,28.0,27.0,0.0
2136,OK,Caddo,4.0,22.0,10.0,0.0
2137,OK,Canadian,11.0,42.0,83.0,2.0
2138,OK,Carter,9.0,41.0,33.0,1.0
2139,OK,Cherokee,8.0,24.0,22.0,1.0
2140,OK,Choctaw,0.0,10.0,7.0,1.0
2141,OK,Cimarron,1.0,1.0,1.0,0.0
2142,OK,Cleveland,52.0,83.0,223.0,1.0
2143,OK,Coal,3.0,5.0,2.0,0.0
2144,OK,Comanche,12.0,52.0,93.0,1.0
2145,OK,Cotton,0.0,5.0,2.0,0.0
2146,OK,Craig,1.0,10.0,6.0,1.0
2147,OK,Creek,6.0,29.0,34.0,0.0
2148,OK,Custer,4.0,22.0,23.0,1.0
2149,OK,Delaware,4.0,26.0,15.0,0.0
2150,OK,Dewey,2.0,11.0,1.0,0.0
2151,OK,Ellis,1.0,4.0,1.0,0.0
2152,OK,Garfield,10.0,37.0,42.0,1.0
2153,OK,Garvin,5.0,24.0,18.0,0.0
2154,OK,Grady,5.0,32.0,25.0,2.0
2155,OK,Grant,3.0,5.0,0.0,1.0
2156,OK,Greer,1.0,4.0,1.0,1.0
2157,OK,Harmon,1.0,3.0,1.0,0.0
2158,OK,Harper,2.0,6.0,0.0,0.0
2159,OK,Haskell,2.0,12.0,3.0,1.0
2160,OK,Hughes,3.0,10.0,7.0,0.0
2161,OK,Jackson,1.0,13.0,18.0,1.0
2162,OK,Jefferson,2.0,6.0,3.0,0.0
2163,OK,Johnston,1.0,10.0,4.0,0.0
2164,OK,Kay,8.0,24.0,39.0,2.0
2165,OK,Kingfisher,3.0,12.0,9.0,0.0
2166,OK,Kiowa,3.0,4.0,3.0,1.0
2167,OK,Latimer,1.0,4.0,2.0,1.0
2168,OK,Le Flore,8.0,39.0,18.0,2.0
2169,OK,Lincoln,3.0,14.0,18.0,0.0
2170,OK,Logan,2.0,22.0,14.0,0.0
2171,OK,Love,1.0,7.0,5.0,0.0
2172,OK,Major,3.0,7.0,2.0,0.0
2173,OK,Marshall,4.0,10.0,9.0,0.0
2174,OK,Mayes,6.0,23.0,26.0,1.0
2175,OK,McClain,2.0,27.0,24.0,2.0
2176,OK,McCurtain,6.0,26.0,14.0,2.0
2177,OK,McIntosh,7.0,13.0,8.0,1.0
2178,OK,Murray,2.0,10.0,11.0,0.0
2179,OK,Muskogee,14.0,35.0,55.0,1.0
2180,OK,Noble,1.0,9.0,5.0,1.0
2181,OK,Nowata,1.0,5.0,2.0,2.0
2182,OK,Okfuskee,4.0,3.0,2.0,0.0
2183,OK,Oklahoma,182.0,261.0,712.0,12.0
2184,OK,Okmulgee,6.0,24.0,20.0,1.0
2185,OK,Osage,3.0,21.0,20.0,0.0
2186,OK,Ottawa,2.0,15.0,15.0,2.0
2187,OK,Pawnee,3.0,7.0,7.0,0.0
2188,OK,Payne,5.0,41.0,68.0,4.0
2189,OK,Pittsburg,5.0,38.0,32.0,1.0
2190,OK,Pontotoc,6.0,20.0,22.0,1.0
2191,OK,Pottawatomie,4.0,33.0,65.0,2.0
2192,OK,Pushmataha,3.0,9.0,3.0,0.0
2193,OK,Roger Mills,1.0,5.0,0.0,0.0
2194,OK,Rogers,6.0,29.0,42.0,0.0
2195,OK,Seminole,4.0,18.0,15.0,0.0
2196,OK,Sequoyah,9.0,29.0,23.0,0.0
2197,OK,Stephens,7.0,36.0,26.0,0.0
2198,OK,Texas,4.0,12.0,8.0,0.0
2199,OK,Tillman,1.0,8.0,4.0,0.0
2200,OK,Tulsa,94.0,211.0,584.0,11.0
2201,OK,Wagoner,1.0,32.0,30.0,1.0
2202,OK,Washington,6.0,22.0,34.0,1.0
2203,OK,Washita,2.0,12.0,3.0,0.0
2204,OK,Woods,3.0,5.0,9.0,1.0
2205,OK,Woodward,2.0,17.0,15.0,1.0
2206,OR,Baker,3.0,8.0,9.0,1.0
2207,OR,Benton,13.0,24.0,63.0,2.0
2208,OR,Clackamas,58.0,108.0,244.0,17.0
2209,OR,Clatsop,16.0,22.0,37.0,4.0
2210,OR,Columbia,8.0,21.0,27.0,2.0
2211,OR,Coos,16.0,28.0,37.0,3.0
2212,OR,Crook,4.0,10.0,9.0,1.0
2213,OR,Curry,7.0,11.0,15.0,2.0
2214,OR,Deschutes,38.0,44.0,150.0,2.0
2215,OR,Douglas,27.0,64.0,70.0,6.0
2216,OR,Gilliam,3.0,1.0,1.0,1.0
2217,OR,Grant,3.0,3.0,5.0,2.0
2218,OR,Harney,2.0,7.0,10.0,1.0
2219,OR,Hood River,11.0,13.0,24.0,4.0
2220,OR,Jackson,35.0,77.0,155.0,9.0
2221,OR,Jefferson,7.0,10.0,12.0,1.0
2222,OR,Josephine,16.0,37.0,52.0,3.0
2223,OR,Klamath,16.0,29.0,43.0,4.0
2224,OR,Lake,1.0,5.0,6.0,2.0
2225,OR,Lane,61.0,161.0,315.0,13.0
2226,OR,Lincoln,17.0,18.0,34.0,6.0
2227,OR,Linn,19.0,57.0,64.0,4.0
2228,OR,Malheur,6.0,7.0,20.0,2.0
2229,OR,Marion,44.0,138.0,245.0,10.0
2230,OR,Morrow,1.0,3.0,2.0,0.0
2231,OR,Multnomah,152.0,311.0,684.0,27.0
2232,OR,Polk,10.0,26.0,43.0,2.0
2233,OR,Sherman,0.0,5.0,1.0,2.0
2234,OR,Tillamook,9.0,19.0,11.0,4.0
2235,OR,Umatilla,14.0,34.0,38.0,5.0
2236,OR,Union,7.0,12.0,19.0,1.0
2237,OR,Wallowa,5.0,3.0,4.0,3.0
2238,OR,Wasco,7.0,11.0,18.0,3.0
2239,OR,Washington,83.0,140.0,419.0,14.0
2240,OR,Wheeler,1.0,1.0,0.0,0.0
2241,OR,Yamhill,21.0,31.0,46.0,4.0
2242,PA,Adams,11.0,30.0,74.0,2.0
2243,PA,Allegheny,219.0,431.0,1022.0,24.0
2244,PA,Armstrong,11.0,30.0,30.0,0.0
2245,PA,Beaver,25.0,64.0,108.0,4.0
2246,PA,Bedford,15.0,25.0,20.0,2.0
2247,PA,Berks,74.0,124.0,261.0,5.0
2248,PA,Blair,19.0,47.0,99.0,5.0
2249,PA,Bradford,14.0,35.0,33.0,0.0
2250,PA,Bucks,91.0,166.0,484.0,11.0
2251,PA,Butler,31.0,69.0,111.0,2.0
2252,PA,Cambria,29.0,49.0,106.0,4.0
2253,PA,Cameron,1.0,3.0,1.0,0.0
2254,PA,Carbon,11.0,19.0,29.0,1.0
2255,PA,Centre,17.0,47.0,105.0,12.0
2256,PA,Chester,65.0,131.0,344.0,14.0
2257,PA,Clarion,8.0,20.0,22.0,1.0
2258,PA,Clearfield,17.0,32.0,48.0,3.0
2259,PA,Clinton,5.0,13.0,19.0,1.0
2260,PA,Columbia,10.0,28.0,58.0,2.0
2261,PA,Crawford,20.0,26.0,40.0,3.0
2262,PA,Cumberland,38.0,72.0,188.0,8.0
2263,PA,Dauphin,56.0,107.0,232.0,6.0
2264,PA,Delaware,138.0,155.0,431.0,6.0
2265,PA,Elk,7.0,15.0,16.0,0.0
2266,PA,Erie,36.0,97.0,190.0,7.0
2267,PA,Fayette,28.0,61.0,89.0,6.0
2268,PA,Forest,3.0,3.0,1.0,1.0
2269,PA,Franklin,31.0,51.0,97.0,2.0
2270,PA,Fulton,2.0,7.0,6.0,2.0
2271,PA,Greene,12.0,19.0,30.0,2.0
2272,PA,Huntingdon,4.0,21.0,19.0,2.0
2273,PA,Indiana,9.0,35.0,48.0,2.0
2274,PA,Jefferson,8.0,13.0,28.0,1.0
2275,PA,Juniata,5.0,10.0,8.0,0.0
2276,PA,Lackawanna,43.0,102.0,158.0,7.0
2277,PA,Lancaster,108.0,150.0,340.0,13.0
2278,PA,Lawrence,15.0,39.0,51.0,5.0
2279,PA,Lebanon,33.0,48.0,88.0,3.0
2280,PA,Lehigh,76.0,125.0,252.0,6.0
2281,PA,Luzerne,60.0,166.0,212.0,3.0
2282,PA,Lycoming,18.0,49.0,69.0,5.0
2283,PA,McKean,12.0,25.0,28.0,0.0
2284,PA,Mercer,14.0,46.0,75.0,4.0
2285,PA,Mifflin,11.0,16.0,25.0,3.0
2286,PA,Monroe,17.0,55.0,112.0,4.0
2287,PA,Montgomery,146.0,219.0,674.0,14.0
2288,PA,Montour,3.0,6.0,11.0,0.0
2289,PA,Northampton,51.0,101.0,202.0,7.0
2290,PA,Northumberland,21.0,39.0,61.0,2.0
2291,PA,Perry,9.0,17.0,20.0,0.0
2292,PA,Philadelphia,679.0,474.0,1427.0,50.0
2293,PA,Pike,8.0,27.0,23.0,1.0
2294,PA,Potter,8.0,11.0,6.0,2.0
2295,PA,Schuylkill,30.0,60.0,71.0,3.0
2296,PA,Snyder,10.0,14.0,26.0,1.0
2297,PA,Somerset,16.0,29.0,29.0,1.0
2298,PA,Sullivan,3.0,6.0,4.0,1.0
2299,PA,Susquehanna,7.0,21.0,23.0,0.0
2300,PA,Tioga,10.0,17.0,22.0,2.0
2301,PA,Union,3.0,14.0,27.0,2.0
2302,PA,Venango,7.0,26.0,21.0,2.0
2303,PA,Warren,10.0,16.0,24.0,1.0
2304,PA,Washington,24.0,77.0,136.0,3.0
2305,PA,Wayne,10.0,21.0,26.0,1.0
2306,PA,Westmoreland,51.0,126.0,249.0,10.0
2307,PA,Wyoming,6.0,24.0,13.0,1.0
2308,PA,York,64.0,132.0,306.0,9.0
2309,RI,Bristol,7.0,13.0,33.0,3.0
2310,RI,Kent,21.0,58.0,142.0,4.0
2311,RI,Newport,14.0,29.0,76.0,3.0
2312,RI,Providence,135.0,227.0,491.0,18.0
2313,RI,Washington,28.0,39.0,100.0,8.0
2314,SC,Abbeville,5.0,12.0,11.0,2.0
2315,SC,Aiken,27.0,103.0,109.0,1.0
2316,SC,Allendale,1.0,11.0,3.0,1.0
2317,SC,Anderson,33.0,138.0,134.0,5.0
2318,SC,Bamberg,4.0,12.0,14.0,0.0
2319,SC,Barnwell,5.0,18.0,15.0,2.0
2320,SC,Beaufort,29.0,75.0,108.0,8.0
2321,SC,Berkeley,24.0,71.0,108.0,4.0
2322,SC,Calhoun,2.0,11.0,4.0,1.0
2323,SC,Charleston,89.0,181.0,347.0,11.0
2324,SC,Cherokee,9.0,42.0,38.0,1.0
2325,SC,Chester,5.0,34.0,12.0,1.0
2326,SC,Chesterfield,9.0,29.0,21.0,3.0
2327,SC,Clarendon,4.0,34.0,16.0,2.0
2328,SC,Colleton,9.0,34.0,25.0,2.0
2329,SC,Darlington,12.0,54.0,32.0,1.0
2330,SC,Dillon,6.0,26.0,24.0,0.0
2331,SC,Dorchester,19.0,54.0,76.0,1.0
2332,SC,Edgefield,3.0,12.0,5.0,2.0
2333,SC,Fairfield,2.0,21.0,5.0,0.0
2334,SC,Florence,31.0,106.0,107.0,2.0
2335,SC,Georgetown,15.0,46.0,42.0,3.0
2336,SC,Greenville,88.0,212.0,426.0,9.0
2337,SC,Greenwood,15.0,50.0,55.0,3.0
2338,SC,Hampton,6.0,18.0,13.0,2.0
2339,SC,Horry,60.0,186.0,308.0,8.0
2340,SC,Jasper,5.0,32.0,20.0,1.0
2341,SC,Kershaw,8.0,42.0,42.0,1.0
2342,SC,Lancaster,24.0,47.0,47.0,1.0
2343,SC,Laurens,10.0,58.0,29.0,1.0
2344,SC,Lee,2.0,12.0,9.0,0.0
2345,SC,Lexington,43.0,180.0,219.0,9.0
2346,SC,Marion,9.0,22.0,22.0,1.0
2347,SC,Marlboro,4.0,31.0,10.0,1.0
2348,SC,McCormick,1.0,7.0,4.0,1.0
2349,SC,Newberry,5.0,33.0,24.0,1.0
2350,SC,Oconee,17.0,41.0,50.0,2.0
2351,SC,Orangeburg,18.0,84.0,68.0,4.0
2352,SC,Pickens,13.0,58.0,92.0,5.0
2353,SC,Richland,60.0,196.0,325.0,18.0
2354,SC,Saluda,2.0,11.0,4.0,1.0
2355,SC,Spartanburg,45.0,176.0,221.0,4.0
2356,SC,Sumter,19.0,74.0,65.0,3.0
2357,SC,Union,4.0,23.0,15.0,1.0
2358,SC,Williamsburg,9.0,29.0,11.0,1.0
2359,SC,York,38.0,115.0,153.0,4.0
2360,SD,Aurora,1.0,3.0,1.0,0.0
2361,SD,Beadle,5.0,12.0,13.0,1.0
2362,SD,Bennett,2.0,2.0,4.0,0.0
2363,SD,Bon Homme,2.0,4.0,0.0,0.0
2364,SD,Brookings,4.0,17.0,25.0,1.0
2365,SD,Brown,6.0,18.0,29.0,1.0
2366,SD,Brule,2.0,7.0,5.0,1.0
2367,SD,Buffalo,0.0,2.0,0.0,0.0
2368,SD,Butte,3.0,6.0,7.0,1.0
2369,SD,Campbell,0.0,1.0,1.0,1.0
2370,SD,Charles Mix,4.0,8.0,6.0,1.0
2371,SD,Clark,1.0,4.0,0.0,0.0
2372,SD,Clay,2.0,8.0,9.0,2.0
2373,SD,Codington,2.0,26.0,21.0,2.0
2374,SD,Corson,1.0,1.0,0.0,0.0
2375,SD,Custer,3.0,6.0,4.0,1.0
2376,SD,Davison,2.0,17.0,18.0,0.0
2377,SD,Day,1.0,6.0,4.0,0.0
2378,SD,Deuel,3.0,3.0,0.0,0.0
2379,SD,Dewey,1.0,3.0,0.0,0.0
2380,SD,Douglas,2.0,3.0,1.0,0.0
2381,SD,Edmunds,1.0,3.0,1.0,0.0
2382,SD,Fall River,0.0,8.0,6.0,1.0
2383,SD,Faulk,1.0,0.0,1.0,0.0
2384,SD,Grant,4.0,5.0,5.0,1.0
2385,SD,Gregory,2.0,4.0,0.0,1.0
2386,SD,Haakon,1.0,4.0,1.0,0.0
2387,SD,Hamlin,3.0,5.0,0.0,1.0
2388,SD,Hand,1.0,1.0,2.0,0.0
2389,SD,Hanson,1.0,1.0,0.0,0.0
2390,SD,Harding,1.0,3.0,0.0,0.0
2391,SD,Hughes,2.0,12.0,14.0,3.0
2392,SD,Hutchinson,5.0,6.0,2.0,0.0
2393,SD,Hyde,1.0,2.0,0.0,1.0
2394,SD,Jackson,2.0,5.0,3.0,0.0
2395,SD,Jerauld,1.0,1.0,1.0,1.0
2396,SD,Jones,1.0,1.0,2.0,0.0
2397,SD,Kingsbury,3.0,4.0,0.0,0.0
2398,SD,Lake,1.0,7.0,6.0,0.0
2399,SD,Lawrence,5.0,16.0,24.0,4.0
2400,SD,Lincoln,7.0,17.0,20.0,0.0
2401,SD,Lyman,5.0,5.0,2.0,0.0
2402,SD,Marshall,3.0,3.0,3.0,1.0
2403,SD,McCook,4.0,4.0,1.0,0.0
2404,SD,McPherson,2.0,4.0,0.0,0.0
2405,SD,Meade,4.0,13.0,8.0,2.0
2406,SD,Mellette,1.0,4.0,1.0,1.0
2407,SD,Miner,2.0,1.0,2.0,0.0
2408,SD,Minnehaha,31.0,84.0,150.0,5.0
2409,SD,Moody,1.0,5.0,2.0,0.0
2410,SD,Pennington,16.0,59.0,94.0,4.0
2411,SD,Perkins,2.0,6.0,0.0,0.0
2412,SD,Potter,2.0,3.0,1.0,0.0
2413,SD,Roberts,3.0,6.0,4.0,1.0
2414,SD,Sanborn,1.0,2.0,2.0,0.0
2415,SD,Shannon,2.0,9.0,2.0,1.0
2416,SD,Spink,2.0,3.0,4.0,0.0
2417,SD,Stanley,0.0,3.0,2.0,0.0
2418,SD,Sully,1.0,1.0,0.0,0.0
2419,SD,Todd,3.0,5.0,2.0,0.0
2420,SD,Tripp,3.0,5.0,4.0,0.0
2421,SD,Turner,3.0,9.0,1.0,0.0
2422,SD,Union,3.0,11.0,6.0,0.0
2423,SD,Walworth,3.0,3.0,8.0,0.0
2424,SD,Yankton,1.0,19.0,19.0,1.0
2425,SD,Ziebach,0.0,2.0,1.0,0.0
2426,TN,Anderson,12.0,50.0,63.0,2.0
2427,TN,Bedford,7.0,27.0,24.0,0.0
2428,TN,Benton,6.0,12.0,7.0,0.0
2429,TN,Bledsoe,1.0,9.0,0.0,0.0
2430,TN,Blount,15.0,71.0,64.0,1.0
2431,TN,Bradley,14.0,80.0,75.0,1.0
2432,TN,Campbell,8.0,32.0,28.0,0.0
2433,TN,Cannon,0.0,9.0,5.0,0.0
2434,TN,Carroll,6.0,23.0,12.0,0.0
2435,TN,Carter,9.0,25.0,32.0,0.0
2436,TN,Cheatham,5.0,18.0,18.0,1.0
2437,TN,Chester,5.0,6.0,11.0,0.0
2438,TN,Claiborne,5.0,13.0,16.0,1.0
2439,TN,Clay,4.0,6.0,5.0,0.0
2440,TN,Cocke,6.0,32.0,15.0,1.0
2441,TN,Coffee,12.0,48.0,44.0,3.0
2442,TN,Crockett,3.0,11.0,5.0,1.0
2443,TN,Cumberland,10.0,48.0,35.0,1.0
2444,TN,Davidson,124.0,283.0,682.0,14.0
2445,TN,DeKalb,4.0,8.0,6.0,1.0
2446,TN,Decatur,4.0,9.0,6.0,0.0
2447,TN,Dickson,7.0,33.0,39.0,1.0
2448,TN,Dyer,7.0,31.0,23.0,1.0
2449,TN,Fayette,4.0,25.0,12.0,1.0
2450,TN,Fentress,4.0,9.0,8.0,0.0
2451,TN,Franklin,5.0,39.0,22.0,1.0
2452,TN,Gibson,13.0,30.0,29.0,1.0
2453,TN,Giles,6.0,28.0,22.0,1.0
2454,TN,Grainger,5.0,17.0,3.0,0.0
2455,TN,Greene,13.0,45.0,43.0,2.0
2456,TN,Grundy,6.0,12.0,5.0,1.0
2457,TN,Hamblen,14.0,40.0,55.0,1.0
2458,TN,Hamilton,58.0,203.0,328.0,7.0
2459,TN,Hancock,1.0,3.0,1.0,0.0
2460,TN,Hardeman,6.0,19.0,8.0,0.0
2461,TN,Hardin,7.0,20.0,12.0,2.0
2462,TN,Hawkins,9.0,30.0,27.0,1.0
2463,TN,Haywood,3.0,15.0,12.0,0.0
2464,TN,Henderson,4.0,19.0,17.0,0.0
2465,TN,Henry,4.0,21.0,23.0,1.0
2466,TN,Hickman,2.0,16.0,6.0,2.0
2467,TN,Houston,2.0,5.0,7.0,0.0
2468,TN,Humphreys,3.0,14.0,13.0,0.0
2469,TN,Jackson,2.0,6.0,2.0,0.0
2470,TN,Jefferson,4.0,29.0,34.0,2.0
2471,TN,Johnson,4.0,8.0,9.0,4.0
2472,TN,Knox,71.0,225.0,424.0,10.0
2473,TN,Lake,2.0,2.0,3.0,0.0
2474,TN,Lauderdale,4.0,20.0,9.0,0.0
2475,TN,Lawrence,8.0,32.0,29.0,2.0
2476,TN,Lewis,4.0,12.0,9.0,1.0
2477,TN,Lincoln,4.0,25.0,19.0,0.0
2478,TN,Loudon,8.0,33.0,42.0,0.0
2479,TN,Macon,5.0,12.0,11.0,1.0
2480,TN,Madison,15.0,67.0,84.0,1.0
2481,TN,Marion,4.0,27.0,21.0,0.0
2482,TN,Marshall,4.0,22.0,22.0,2.0
2483,TN,Maury,15.0,54.0,79.0,1.0
2484,TN,McMinn,6.0,42.0,34.0,2.0
2485,TN,McNairy,4.0,20.0,15.0,0.0
2486,TN,Meigs,4.0,10.0,1.0,0.0
2487,TN,Monroe,12.0,29.0,28.0,1.0
2488,TN,Montgomery,22.0,70.0,127.0,2.0
2489,TN,Moore,1.0,3.0,2.0,0.0
2490,TN,Morgan,5.0,12.0,4.0,1.0
2491,TN,Obion,3.0,18.0,20.0,1.0
2492,TN,Overton,5.0,16.0,12.0,0.0
2493,TN,Perry,2.0,9.0,3.0,1.0
2494,TN,Pickett,2.0,5.0,3.0,0.0
2495,TN,Polk,2.0,13.0,4.0,0.0
2496,TN,Putnam,17.0,51.0,68.0,1.0
2497,TN,Rhea,6.0,26.0,20.0,1.0
2498,TN,Roane,6.0,45.0,32.0,1.0
2499,TN,Robertson,9.0,33.0,53.0,1.0
2500,TN,Rutherford,33.0,107.0,239.0,4.0
2501,TN,Scott,4.0,14.0,14.0,1.0
2502,TN,Sequatchie,0.0,7.0,9.0,0.0
2503,TN,Sevier,24.0,84.0,111.0,2.0
2504,TN,Shelby,163.0,484.0,718.0,12.0
2505,TN,Smith,2.0,15.0,10.0,2.0
2506,TN,Stewart,1.0,8.0,5.0,0.0
2507,TN,Sullivan,19.0,76.0,150.0,3.0
2508,TN,Sumner,20.0,70.0,100.0,2.0
2509,TN,Tipton,9.0,22.0,23.0,1.0
2510,TN,Trousdale,3.0,6.0,3.0,0.0
2511,TN,Unicoi,2.0,7.0,12.0,2.0
2512,TN,Union,1.0,11.0,3.0,1.0
2513,TN,Van Buren,0.0,1.0,0.0,0.0
2514,TN,Warren,6.0,28.0,23.0,1.0
2515,TN,Washington,20.0,58.0,104.0,5.0
2516,TN,Wayne,5.0,14.0,5.0,0.0
2517,TN,Weakley,6.0,15.0,22.0,2.0
2518,TN,White,5.0,22.0,16.0,1.0
2519,TN,Williamson,28.0,61.0,181.0,4.0
2520,TN,Wilson,18.0,59.0,91.0,2.0
2521,TX,Anderson,3.0,31.0,23.0,0.0
2522,TX,Andrews,1.0,7.0,10.0,0.0
2523,TX,Angelina,11.0,31.0,71.0,1.0
2524,TX,Aransas,3.0,13.0,17.0,1.0
2525,TX,Archer,1.0,7.0,4.0,0.0
2526,TX,Armstrong,1.0,1.0,2.0,0.0
2527,TX,Atascosa,6.0,35.0,20.0,0.0
2528,TX,Austin,5.0,18.0,17.0,0.0
2529,TX,Bailey,2.0,4.0,4.0,0.0
2530,TX,Bandera,2.0,12.0,9.0,1.0
2531,TX,Bastrop,11.0,46.0,38.0,2.0
2532,TX,Baylor,1.0,4.0,3.0,0.0
2533,TX,Bee,2.0,16.0,16.0,0.0
2534,TX,Bell,31.0,164.0,236.0,3.0
2535,TX,Bexar,172.0,764.0,1381.0,22.0
2536,TX,Blanco,3.0,7.0,10.0,0.0
2537,TX,Borden,0.0,1.0,0.0,0.0
2538,TX,Bosque,3.0,11.0,10.0,1.0
2539,TX,Bowie,17.0,44.0,98.0,1.0
2540,TX,Brazoria,31.0,147.0,216.0,2.0
2541,TX,Brazos,20.0,112.0,186.0,1.0
2542,TX,Brewster,5.0,2.0,8.0,0.0
2543,TX,Briscoe,1.0,2.0,0.0,0.0
2544,TX,Brooks,1.0,2.0,6.0,0.0
2545,TX,Brown,7.0,26.0,33.0,1.0
2546,TX,Burleson,4.0,19.0,9.0,0.0
2547,TX,Burnet,2.0,36.0,32.0,0.0
2548,TX,Caldwell,2.0,20.0,22.0,1.0
2549,TX,Calhoun,2.0,15.0,15.0,0.0
2550,TX,Callahan,2.0,10.0,11.0,1.0
2551,TX,Cameron,39.0,147.0,248.0,5.0
2552,TX,Camp,1.0,11.0,8.0,0.0
2553,TX,Carson,2.0,5.0,4.0,0.0
2554,TX,Cass,2.0,18.0,17.0,0.0
2555,TX,Castro,2.0,5.0,6.0,0.0
2556,TX,Chambers,5.0,36.0,29.0,0.0
2557,TX,Cherokee,4.0,27.0,27.0,0.0
2558,TX,Childress,1.0,4.0,6.0,0.0
2559,TX,Clay,1.0,6.0,3.0,1.0
2560,TX,Cochran,2.0,3.0,0.0,0.0
2561,TX,Coke,3.0,1.0,1.0,0.0
2562,TX,Coleman,3.0,6.0,7.0,0.0
2563,TX,Collin,100.0,279.0,803.0,4.0
2564,TX,Collingsworth,1.0,2.0,5.0,0.0
2565,TX,Colorado,5.0,23.0,16.0,0.0
2566,TX,Comal,8.0,48.0,95.0,1.0
2567,TX,Comanche,1.0,9.0,7.0,0.0
2568,TX,Concho,1.0,6.0,2.0,0.0
2569,TX,Cooke,5.0,33.0,20.0,0.0
2570,TX,Coryell,3.0,27.0,34.0,0.0
2571,TX,Cottle,1.0,2.0,1.0,0.0
2572,TX,Crane,1.0,4.0,4.0,0.0
2573,TX,Crockett,1.0,4.0,5.0,0.0
2574,TX,Crosby,3.0,4.0,1.0,0.0
2575,TX,Culberson,0.0,5.0,2.0,0.0
2576,TX,Dallam,0.0,5.0,6.0,0.0
2577,TX,Dallas,408.0,1111.0,2218.0,11.0
2578,TX,Dawson,2.0,7.0,10.0,0.0
2579,TX,DeWitt,2.0,9.0,16.0,1.0
2580,TX,Deaf Smith,2.0,10.0,11.0,1.0
2581,TX,Delta,0.0,3.0,1.0,0.0
2582,TX,Denton,69.0,241.0,583.0,5.0
2583,TX,Dickens,1.0,2.0,2.0,0.0
2584,TX,Dimmit,3.0,8.0,6.0,0.0
2585,TX,Donley,1.0,4.0,4.0,0.0
2586,TX,Duval,3.0,6.0,5.0,0.0
2587,TX,Eastland,4.0,19.0,15.0,0.0
2588,TX,Ector,16.0,55.0,112.0,0.0
2589,TX,Edwards,1.0,2.0,1.0,0.0
2590,TX,El Paso,116.0,241.0,601.0,13.0
2591,TX,Ellis,14.0,79.0,109.0,2.0
2592,TX,Erath,3.0,26.0,32.0,0.0
2593,TX,Falls,3.0,11.0,5.0,0.0
2594,TX,Fannin,4.0,23.0,13.0,0.0
2595,TX,Fayette,4.0,23.0,20.0,1.0
2596,TX,Fisher,2.0,2.0,1.0,0.0
2597,TX,Floyd,2.0,3.0,5.0,0.0
2598,TX,Foard,1.0,1.0,2.0,0.0
2599,TX,Fort Bend,96.0,372.0,461.0,2.0
2600,TX,Franklin,1.0,4.0,4.0,2.0
2601,TX,Freestone,2.0,15.0,12.0,0.0
2602,TX,Frio,2.0,14.0,11.0,0.0
2603,TX,Gaines,3.0,8.0,11.0,0.0
