,Year,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Gender,Grade,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
32304,2015,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.7,7.9,19.6,213.0,,,,,,,Non-Hispanic Black,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
32352,2015,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.9,12.7,15.3,5190.0,,,,,,,Hispanic,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Race/Ethnicity,Hispanic,RACE,RACEHIS
32641,2015,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.7,12.7,17.0,1147.0,,,,,,,Non-Hispanic White,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
32650,2015,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,19.8,14.4,26.7,221.0,,,,,12th,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Grade,12th,GRADE,GRADE12
32714,2015,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.9,8.8,13.4,2386.0,Total,,,,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Total,Total,OVR,OVERALL
32727,2015,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.8,11.7,26.3,134.0,,,,,,,2 or more races,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
32743,2015,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,26.5,19.2,35.3,118.0,,,,,,,2 or more races,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
32781,2015,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.5,10.2,15.2,1030.0,,,,,,,Non-Hispanic White,"(44.353130053, -100.373530637)",OWS,OWS1,Q038,VALUE,46,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
32821,2015,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.3,9.7,13.1,998.0,,,,,,,Non-Hispanic White,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
32924,2015,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.8,16.0,22.1,298.0,,,,,12th,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Grade,12th,GRADE,GRADE12
32936,2015,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.6,11.9,15.7,1844.0,Total,,,,,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Total,Total,OVR,OVERALL
33068,2015,AL,Alabama,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.1,13.5,19.1,1480.0,Total,,,,,,,"(32.840571122, -86.631860762)",OWS,OWS1,Q038,VALUE,1,Total,Total,OVR,OVERALL
33136,2015,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.2,9.9,17.4,475.0,,,,,11th,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q038,VALUE,38,Grade,11th,GRADE,GRADE11
33627,2015,GU,Guam,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.4,12.6,26.1,116.0,,,,,,,2 or more races,"(13.444304, 144.793731)",OWS,OWS1,Q038,VALUE,66,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
33653,2015,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.3,13.2,20.0,722.0,,,,,,,Hispanic,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Race/Ethnicity,Hispanic,RACE,RACEHIS
33732,2015,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.1,11.6,14.8,2322.0,,,,,9th,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Grade,9th,GRADE,GRADE09
33755,2015,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.7,13.2,20.9,390.0,,,,,9th,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q038,VALUE,54,Grade,9th,GRADE,GRADE09
33895,2015,FL,Florida,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.7,10.9,14.9,1516.0,,,,,9th,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q038,VALUE,12,Grade,9th,GRADE,GRADE09
33912,2015,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.9,7.5,13.0,666.0,,,,,12th,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Grade,12th,GRADE,GRADE12
33937,2015,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.8,16.7,21.2,609.0,,,,Male,,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q038,VALUE,46,Gender,Male,GEN,MALE
33974,2015,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.5,12.6,16.5,2072.0,,,,Male,,,,"(37.542680674, -78.457890463)",OWS,OWS1,Q038,VALUE,51,Gender,Male,GEN,MALE
33992,2015,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.3,8.7,14.7,1133.0,,,,,10th,,,"(37.542680674, -78.457890463)",OWS,OWS1,Q038,VALUE,51,Grade,10th,GRADE,GRADE10
34020,2015,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,6.2,4.1,9.4,378.0,,,,,,,Asian,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Race/Ethnicity,Asian,RACE,RACEASN
34051,2015,SC,South Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.7,11.5,18.5,389.0,,,,,9th,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q038,VALUE,45,Grade,9th,GRADE,GRADE09
34055,2015,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.9,12.5,15.5,14358.0,Total,,,,,,,,OWS,OWS1,Q038,VALUE,59,Total,Total,OVR,OVERALL
34108,2015,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.7,14.5,19.1,1544.0,,,,Male,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Gender,Male,GEN,MALE
34189,2015,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.1,11.3,12.9,11479.0,,,,,,,Non-Hispanic White,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
34241,2015,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.8,8.3,9.4,25528.0,,,,Female,,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Gender,Female,GEN,FEMALE
34397,2015,PR,Puerto Rico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.5,7.5,14.5,363.0,,,,,9th,,,"(18.220833, -66.590149)",OWS,OWS1,Q038,VALUE,72,Grade,9th,GRADE,GRADE09
34407,2015,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,21.6,16.7,27.4,621.0,,,,,10th,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Grade,10th,GRADE,GRADE10
34495,2015,AL,Alabama,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.1,10.4,18.7,427.0,,,,,10th,,,"(32.840571122, -86.631860762)",OWS,OWS1,Q038,VALUE,1,Grade,10th,GRADE,GRADE10
34498,2015,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.1,12.2,18.6,1233.0,,,,,,,Non-Hispanic Black,"(37.542680674, -78.457890463)",OWS,OWS1,Q038,VALUE,51,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
34539,2015,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.5,9.9,15.8,1403.0,,,,,10th,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Grade,10th,GRADE,GRADE10
34604,2015,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.5,12.6,16.6,3659.0,,,,,11th,,,,OWS,OWS1,Q038,VALUE,59,Grade,11th,GRADE,GRADE11
34620,2015,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.8,9.9,21.6,130.0,,,,,,,Non-Hispanic Black,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
34663,2015,NV,Nevada,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.8,13.1,18.8,489.0,,,,,,,Hispanic,"(39.49324039, -117.071840564)",OWS,OWS1,Q038,VALUE,32,Race/Ethnicity,Hispanic,RACE,RACEHIS
34711,2015,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.7,8.6,18.2,215.0,,,,,,,American Indian/Alaska Native,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,2,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
34792,2015,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.9,11.0,15.2,5645.0,Total,,,,,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Total,Total,OVR,OVERALL
34842,2015,NV,Nevada,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.6,7.0,13.2,549.0,,,,,,,Non-Hispanic White,"(39.49324039, -117.071840564)",OWS,OWS1,Q038,VALUE,32,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
34977,2015,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,4.6,2.0,10.5,147.0,,,,,,,American Indian/Alaska Native,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
35055,2015,GU,Guam,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,20.4,17.6,23.5,1215.0,Total,,,,,,,"(13.444304, 144.793731)",OWS,OWS1,Q038,VALUE,66,Total,Total,OVR,OVERALL
35060,2015,PA,Pennsylvania,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.4,10.4,14.9,1356.0,,,,Female,,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q038,VALUE,42,Gender,Female,GEN,FEMALE
35064,2015,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.0,11.1,12.9,4920.0,,,,,9th,,,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Grade,9th,GRADE,GRADE09
35183,2015,FL,Florida,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.4,10.6,14.6,1576.0,,,,,10th,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q038,VALUE,12,Grade,10th,GRADE,GRADE10
35255,2015,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.7,10.8,12.6,12450.0,,,,,11th,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Grade,11th,GRADE,GRADE11
35298,2015,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.0,15.2,19.0,2194.0,,,,Male,,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Gender,Male,GEN,MALE
35329,2015,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.5,14.8,20.5,876.0,,,,Male,,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Gender,Male,GEN,MALE
35375,2015,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.2,8.7,25.3,296.0,,,,,,,Non-Hispanic Black,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
35443,2015,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.5,11.7,25.5,116.0,,,,,,,American Indian/Alaska Native,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
35449,2015,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.5,9.7,16.0,456.0,,,,,11th,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Grade,11th,GRADE,GRADE11
35630,2015,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.9,14.5,22.0,1088.0,,,,,10th,,,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Grade,10th,GRADE,GRADE10
35656,2015,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.3,11.9,14.9,8716.0,Total,,,,,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Total,Total,OVR,OVERALL
35785,2015,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.2,8.8,16.7,507.0,,,,,11th,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Grade,11th,GRADE,GRADE11
35796,2015,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.1,13.5,14.7,25213.0,,,,Male,,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Gender,Male,GEN,MALE
35909,2015,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.3,9.0,14.0,650.0,,,,,,,Non-Hispanic White,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,2,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
36049,2015,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,25.6,18.9,33.7,1672.0,,,,,,,Non-Hispanic Black,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
36072,2015,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.7,10.1,18.2,532.0,,,,,,,Hispanic,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Race/Ethnicity,Hispanic,RACE,RACEHIS
36089,2015,PR,Puerto Rico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.0,9.1,13.3,1429.0,,,,,,,Hispanic,"(18.220833, -66.590149)",OWS,OWS1,Q038,VALUE,72,Race/Ethnicity,Hispanic,RACE,RACEHIS
36390,2015,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.8,10.6,17.8,566.0,,,,,11th,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Grade,11th,GRADE,GRADE11
36404,2015,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.7,12.7,24.0,291.0,,,,,,,2 or more races,"(37.542680674, -78.457890463)",OWS,OWS1,Q038,VALUE,51,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
36784,2015,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.5,6.5,11.0,687.0,,,,,9th,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Grade,9th,GRADE,GRADE09
37028,2015,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.9,9.2,17.8,740.0,,,,Female,,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Gender,Female,GEN,FEMALE
37076,2015,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.1,8.3,12.3,4981.0,,,,Female,,,,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Gender,Female,GEN,FEMALE
37156,2015,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.8,9.3,12.5,7145.0,,,,Female,,,,,OWS,OWS1,Q038,VALUE,59,Gender,Female,GEN,FEMALE
37404,2015,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.9,17.0,21.0,2023.0,Total,,,,,,,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Total,Total,OVR,OVERALL
37452,2015,SC,South Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.4,11.0,16.3,654.0,,,,Female,,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q038,VALUE,45,Gender,Female,GEN,FEMALE
37481,2015,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.9,13.5,16.5,2326.0,,,,,10th,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Grade,10th,GRADE,GRADE10
37491,2015,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.5,16.4,20.8,2446.0,Total,,,,,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Total,Total,OVR,OVERALL
37808,2015,MO,Missouri,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.2,8.9,16.6,919.0,,,,,,,Non-Hispanic White,"(38.635790776, -92.566300053)",OWS,OWS1,Q038,VALUE,29,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
38111,2015,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.3,11.1,20.6,291.0,,,,,11th,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Grade,11th,GRADE,GRADE11
38163,2015,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.5,5.4,16.1,190.0,,,,,,,2 or more races,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
38256,2015,MO,Missouri,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.3,6.5,16.0,662.0,,,,Female,,,,"(38.635790776, -92.566300053)",OWS,OWS1,Q038,VALUE,29,Gender,Female,GEN,FEMALE
38341,2015,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.7,12.2,17.6,1461.0,,,,Male,,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Gender,Male,GEN,MALE
38389,2015,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.3,10.2,14.7,2249.0,Total,,,,,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,9,Total,Total,OVR,OVERALL
38432,2015,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,20.2,17.1,23.7,2842.0,,,,Male,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Gender,Male,GEN,MALE
38648,2015,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.7,12.2,17.6,1258.0,Total,,,,,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q038,VALUE,46,Total,Total,OVR,OVERALL
38773,2015,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.7,11.4,16.3,2152.0,,,,,10th,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Grade,10th,GRADE,GRADE10
38776,2015,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.0,10.1,16.6,797.0,,,,,,,Non-Hispanic White,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
38785,2015,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.0,6.2,13.0,721.0,,,,,,,Non-Hispanic White,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
38871,2015,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.9,7.6,18.0,319.0,,,,,12th,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q038,VALUE,46,Grade,12th,GRADE,GRADE12
38986,2015,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.7,11.8,18.1,1439.0,,,,Female,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Gender,Female,GEN,FEMALE
39003,2015,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.5,6.6,13.5,300.0,,,,,12th,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Grade,12th,GRADE,GRADE12
39036,2015,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.0,16.1,20.1,2716.0,Total,,,,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Total,Total,OVR,OVERALL
39153,2015,MO,Missouri,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.7,10.3,15.6,437.0,,,,,10th,,,"(38.635790776, -92.566300053)",OWS,OWS1,Q038,VALUE,29,Grade,10th,GRADE,GRADE10
39166,2015,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.4,6.3,11.2,1514.0,,,,Female,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Gender,Female,GEN,FEMALE
39239,2015,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.5,5.4,26.4,116.0,,,,,,,Asian,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Race/Ethnicity,Asian,RACE,RACEASN
39255,2015,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,22.6,15.6,31.7,132.0,,,,,,,Hispanic,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Race/Ethnicity,Hispanic,RACE,RACEHIS
39283,2015,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.4,13.0,15.9,2379.0,,,,,9th,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Grade,9th,GRADE,GRADE09
