,Year,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Gender,Grade,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
31061,2011,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.6,6.7,16.4,281.0,,,,,,,Non-Hispanic Black,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
31117,2011,FL,Florida,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.5,8.7,12.6,1449.0,,,,,9th,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q038,VALUE,12,Grade,9th,GRADE,GRADE09
31138,2011,ID,Idaho,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,6.9,4.9,9.6,866.0,,,,Female,,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q038,VALUE,16,Gender,Female,GEN,FEMALE
31280,2011,CO,Colorado,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,4.7,2.9,7.6,840.0,,,,,,,Non-Hispanic White,"(38.843840757, -106.133610921)",OWS,OWS1,Q038,VALUE,8,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
31494,2011,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.0,9.5,15.0,411.0,,,,,9th,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Grade,9th,GRADE,GRADE09
31501,2011,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.1,9.8,14.9,880.0,,,,,10th,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Grade,10th,GRADE,GRADE10
31513,2011,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.8,11.6,16.3,370.0,,,,,10th,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Grade,10th,GRADE,GRADE10
31579,2011,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.9,9.1,12.9,2688.0,Total,,,,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Total,Total,OVR,OVERALL
31617,2011,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.2,9.3,18.5,259.0,,,,,,,Hispanic,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Race/Ethnicity,Hispanic,RACE,RACEHIS
31629,2011,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.8,10.8,15.1,2828.0,,,,,,,Hispanic,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Race/Ethnicity,Hispanic,RACE,RACEHIS
31709,2011,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.7,8.8,12.8,759.0,,,,,10th,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Grade,10th,GRADE,GRADE10
32006,2011,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.6,5.9,12.3,367.0,,,,,12th,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q038,VALUE,38,Grade,12th,GRADE,GRADE12
32098,2011,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.8,11.6,18.6,1028.0,,,,Male,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Gender,Male,GEN,MALE
32131,2011,UT,Utah,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,4.8,3.2,7.0,789.0,,,,Female,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q038,VALUE,49,Gender,Female,GEN,FEMALE
32318,2011,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.5,9.4,27.4,267.0,,,,,,,Hispanic,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Race/Ethnicity,Hispanic,RACE,RACEHIS
32334,2011,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.0,11.0,20.0,487.0,,,,,9th,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,9,Grade,9th,GRADE,GRADE09
32433,2011,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.5,7.9,16.5,456.0,,,,,11th,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q038,VALUE,38,Grade,11th,GRADE,GRADE11
32437,2011,AL,Alabama,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.3,10.4,19.3,670.0,,,,Female,,,,"(32.840571122, -86.631860762)",OWS,OWS1,Q038,VALUE,1,Gender,Female,GEN,FEMALE
32477,2011,WI,Wisconsin,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.9,11.7,16.4,1482.0,,,,Male,,,,"(44.393191174, -89.816370742)",OWS,OWS1,Q038,VALUE,55,Gender,Male,GEN,MALE
32515,2011,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.9,7.6,12.8,1916.0,,,,,11th,,,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Grade,11th,GRADE,GRADE11
32538,2011,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.4,12.1,21.9,420.0,,,,,,,Non-Hispanic Black,"(31.827240407, -99.426770206)",OWS,OWS1,Q038,VALUE,48,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
32578,2011,LA,Louisiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.1,13.7,18.9,1054.0,Total,,,,,,,"(31.312660644, -92.445680071)",OWS,OWS1,Q038,VALUE,22,Total,Total,OVR,OVERALL
32655,2011,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.1,12.7,22.5,417.0,,,,,,,Non-Hispanic Black,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
32678,2011,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.4,9.3,24.4,104.0,,,,,,,2 or more races,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
32868,2011,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.1,12.1,16.2,4821.0,,,,,,,Hispanic,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Race/Ethnicity,Hispanic,RACE,RACEHIS
32940,2011,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.6,10.0,13.3,3443.0,Total,,,,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Total,Total,OVR,OVERALL
33258,2011,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.5,8.4,18.1,245.0,,,,,,,American Indian/Alaska Native,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
33309,2011,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.0,13.9,23.0,528.0,,,,,,,Non-Hispanic Black,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
33313,2011,CO,Colorado,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.3,5.3,10.1,1362.0,Total,,,,,,,"(38.843840757, -106.133610921)",OWS,OWS1,Q038,VALUE,8,Total,Total,OVR,OVERALL
33330,2011,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.1,5.6,8.9,1718.0,,,,Female,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Gender,Female,GEN,FEMALE
33339,2011,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.9,12.9,15.1,1566.0,,,,,,,Non-Hispanic White,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
33422,2011,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.2,8.9,16.5,376.0,,,,,,,Hispanic,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Race/Ethnicity,Hispanic,RACE,RACEHIS
33456,2011,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.5,9.5,13.8,1433.0,,,,Female,,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Gender,Female,GEN,FEMALE
33460,2011,FL,Florida,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.2,13.7,16.9,2519.0,,,,Male,,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q038,VALUE,12,Gender,Male,GEN,MALE
33517,2011,AL,Alabama,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.2,12.2,21.2,345.0,,,,,9th,,,"(32.840571122, -86.631860762)",OWS,OWS1,Q038,VALUE,1,Grade,9th,GRADE,GRADE09
33578,2011,OH,Ohio,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.8,11.9,20.6,292.0,,,,,11th,,,"(40.060210141, -82.404260056)",OWS,OWS1,Q038,VALUE,39,Grade,11th,GRADE,GRADE11
33793,2011,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.6,9.3,16.7,395.0,,,,,10th,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q038,VALUE,46,Grade,10th,GRADE,GRADE10
33801,2011,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.8,9.4,14.7,1003.0,,,,,10th,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Grade,10th,GRADE,GRADE10
33856,2011,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.3,4.4,15.2,100.0,,,,,,,Asian,"(31.827240407, -99.426770206)",OWS,OWS1,Q038,VALUE,48,Race/Ethnicity,Asian,RACE,RACEASN
33857,2011,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.6,4.9,14.7,107.0,,,,,,,Hispanic,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Race/Ethnicity,Hispanic,RACE,RACEHIS
34036,2011,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.8,7.3,13.1,719.0,,,,,12th,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Grade,12th,GRADE,GRADE12
34069,2011,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.9,11.4,16.8,1112.0,,,,,10th,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q038,VALUE,48,Grade,10th,GRADE,GRADE10
34145,2011,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.5,7.5,9.6,4035.0,Total,,,,,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Total,Total,OVR,OVERALL
34172,2011,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.5,10.0,26.1,125.0,,,,,,,2 or more races,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
34194,2011,CO,Colorado,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,2.6,1.2,5.5,644.0,,,,Female,,,,"(38.843840757, -106.133610921)",OWS,OWS1,Q038,VALUE,8,Gender,Female,GEN,FEMALE
34258,2011,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.0,6.7,9.4,1803.0,,,,Female,,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Gender,Female,GEN,FEMALE
34340,2011,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.2,7.6,16.2,409.0,,,,,12th,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Grade,12th,GRADE,GRADE12
34422,2011,ID,Idaho,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.3,12.7,20.6,263.0,,,,,,,Hispanic,"(43.682630005, -114.363730042)",OWS,OWS1,Q038,VALUE,16,Race/Ethnicity,Hispanic,RACE,RACEHIS
34486,2011,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.9,7.9,17.5,389.0,,,,,,,2 or more races,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
34582,2011,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.0,6.5,18.0,155.0,,,,,12th,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Grade,12th,GRADE,GRADE12
34638,2011,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,6.9,5.4,8.7,1337.0,,,,Female,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Gender,Female,GEN,FEMALE
34778,2011,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.5,7.7,11.7,1002.0,,,,Female,,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Gender,Female,GEN,FEMALE
34782,2011,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.2,13.2,17.4,1276.0,Total,,,,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Total,Total,OVR,OVERALL
34867,2011,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.6,11.9,17.8,1351.0,,,,Male,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Gender,Male,GEN,MALE
34907,2011,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.3,13.8,21.3,1128.0,,,,,,,Hawaiian/Pacific Islander,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
34941,2011,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.1,13.5,19.2,599.0,,,,,11th,,,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Grade,11th,GRADE,GRADE11
35044,2011,WI,Wisconsin,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.7,8.4,13.7,876.0,,,,,10th,,,"(44.393191174, -89.816370742)",OWS,OWS1,Q038,VALUE,55,Grade,10th,GRADE,GRADE10
35056,2011,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.0,13.0,19.6,1026.0,,,,,11th,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q038,VALUE,48,Grade,11th,GRADE,GRADE11
35092,2011,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,4.1,2.0,8.2,326.0,,,,,,,Asian,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Race/Ethnicity,Asian,RACE,RACEASN
35202,2011,KS,Kansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.2,8.8,11.8,1827.0,Total,,,,,,,"(38.3477403, -98.200781227)",OWS,OWS1,Q038,VALUE,20,Total,Total,OVR,OVERALL
35523,2011,UT,Utah,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.5,5.6,12.9,376.0,,,,,12th,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q038,VALUE,49,Grade,12th,GRADE,GRADE12
35542,2011,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.0,6.7,9.6,6366.0,,,,Female,,,,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Gender,Female,GEN,FEMALE
35555,2011,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.6,12.1,17.6,678.0,,,,Male,,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Gender,Male,GEN,MALE
35581,2011,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.9,14.2,20.1,756.0,,,,,10th,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Grade,10th,GRADE,GRADE10
35583,2011,FL,Florida,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.1,11.2,15.2,1418.0,,,,,10th,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q038,VALUE,12,Grade,10th,GRADE,GRADE10
35626,2011,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.0,13.3,16.8,1668.0,,,,Male,,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Gender,Male,GEN,MALE
35649,2011,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.2,15.0,21.9,745.0,,,,,,,Non-Hispanic Black,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
35745,2011,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.9,12.8,17.3,1093.0,,,,Male,,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Gender,Male,GEN,MALE
35880,2011,WI,Wisconsin,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.9,8.4,11.7,1954.0,,,,,,,Non-Hispanic White,"(44.393191174, -89.816370742)",OWS,OWS1,Q038,VALUE,55,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
36034,2011,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.2,8.6,12.1,1369.0,,,,,11th,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Grade,11th,GRADE,GRADE11
36109,2011,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.5,13.6,19.9,967.0,,,,Male,,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,9,Gender,Male,GEN,MALE
36133,2011,FL,Florida,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.4,6.5,16.3,146.0,,,,,,,Asian,"(28.932040377, -81.928960539)",OWS,OWS1,Q038,VALUE,12,Race/Ethnicity,Asian,RACE,RACEASN
36141,2011,GA,Georgia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.8,10.3,15.9,926.0,,,,,,,Non-Hispanic White,"(32.839681093, -83.627580346)",OWS,OWS1,Q038,VALUE,13,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
36172,2011,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.2,11.0,15.7,4123.0,Total,,,,,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Total,Total,OVR,OVERALL
36468,2011,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.5,10.0,20.7,187.0,,,,,,,2 or more races,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
36577,2011,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,19.5,13.8,26.9,146.0,,,,,,,Non-Hispanic Black,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
36750,2011,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.4,7.0,12.4,636.0,,,,Female,,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Gender,Female,GEN,FEMALE
36754,2011,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.5,7.1,12.6,1031.0,,,,Female,,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q038,VALUE,54,Gender,Female,GEN,FEMALE
36821,2011,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.5,10.0,15.4,1057.0,,,,,12th,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Grade,12th,GRADE,GRADE12
36830,2011,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,24.0,14.8,36.5,159.0,,,,,,,Non-Hispanic Black,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,9,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
36919,2011,SC,South Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.4,5.8,12.0,659.0,,,,Female,,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q038,VALUE,45,Gender,Female,GEN,FEMALE
37146,2011,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,20.2,13.3,29.4,102.0,,,,,,,American Indian/Alaska Native,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
37158,2011,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.2,8.9,19.2,282.0,,,,,,,Non-Hispanic Black,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
37160,2011,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.9,13.8,22.9,512.0,,,,Male,,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Gender,Male,GEN,MALE
37189,2011,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.3,11.1,18.3,547.0,,,,,10th,,,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Grade,10th,GRADE,GRADE10
37200,2011,IA,Iowa,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,27.3,19.9,36.2,125.0,,,,,,,Hispanic,"(42.469400913, -93.816490556)",OWS,OWS1,Q038,VALUE,19,Race/Ethnicity,Hispanic,RACE,RACEHIS
37532,2011,WI,Wisconsin,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.8,8.2,14.1,692.0,,,,,12th,,,"(44.393191174, -89.816370742)",OWS,OWS1,Q038,VALUE,55,Grade,12th,GRADE,GRADE12
37625,2011,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.1,9.8,12.5,2413.0,Total,,,,,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Total,Total,OVR,OVERALL
